year,series,commodity,value,unit,source,method
1966,jacks_subindex,in_the_ground_ex_energy,83.43,index_1900=100,jacks2019,observed
1967,jacks_subindex,in_the_ground_ex_energy,81.77,index_1900=100,jacks2019,observed
1968,jacks_subindex,in_the_ground_ex_energy,81.24,index_1900=100,jacks2019,observed
1969,jacks_subindex,in_the_ground_ex_energy,81.77,index_1900=100,jacks2019,observed
1970,jacks_subindex,in_the_ground_ex_energy,81.84,index_1900=100,jacks2019,observed
1971,jacks_subindex,in_the_ground_ex_energy,86.5,index_1900=100,jacks2019,observed
1972,jacks_subindex,in_the_ground_ex_energy,78.71,index_1900=100,jacks2019,observed
1973,jacks_subindex,in_the_ground_ex_energy,86.41,index_1900=100,jacks2019,observed
1974,jacks_subindex,in_the_ground_ex_energy,104.67,index_1900=100,jacks2019,observed
1975,jacks_subindex,in_the_ground_ex_energy,103.51,index_1900=100,jacks2019,observed
1976,jacks_subindex,in_the_ground_ex_energy,96.69,index_1900=100,jacks2019,observed
1977,jacks_subindex,in_the_ground_ex_energy,102.26,index_1900=100,jacks2019,observed
1978,jacks_subindex,in_the_ground_ex_energy,102.53,index_1900=100,jacks2019,observed
1979,jacks_subindex,in_the_ground_ex_energy,97.66,index_1900=100,jacks2019,observed
1980,jacks_subindex,in_the_ground_ex_energy,101.75,index_1900=100,jacks2019,observed
1981,jacks_subindex,in_the_ground_ex_energy,93.32,index_1900=100,jacks2019,observed
1982,jacks_subindex,in_the_ground_ex_energy,87.44,index_1900=100,jacks2019,observed
1983,jacks_subindex,in_the_ground_ex_energy,97.66,index_1900=100,jacks2019,observed
1984,jacks_subindex,in_the_ground_ex_energy,97.48,index_1900=100,jacks2019,observed
1985,jacks_subindex,in_the_ground_ex_energy,99.82,index_1900=100,jacks2019,observed
1986,jacks_subindex,in_the_ground_ex_energy,96.72,index_1900=100,jacks2019,observed
1987,jacks_subindex,in_the_ground_ex_energy,71.91,index_1900=100,jacks2019,observed
1988,jacks_subindex,in_the_ground_ex_energy,72.01,index_1900=100,jacks2019,observed
1989,jacks_subindex,in_the_ground_ex_energy,76.68,index_1900=100,jacks2019,observed
1990,jacks_subindex,in_the_ground_ex_energy,73.86,index_1900=100,jacks2019,observed
1991,jacks_subindex,in_the_ground_ex_energy,70.22,index_1900=100,jacks2019,observed
1992,jacks_subindex,in_the_ground_ex_energy,59.46,index_1900=100,jacks2019,observed
1993,jacks_subindex,in_the_ground_ex_energy,58.52,index_1900=100,jacks2019,observed
1994,jacks_subindex,in_the_ground_ex_energy,58.86,index_1900=100,jacks2019,observed
1995,jacks_subindex,in_the_ground_ex_energy,58.8,index_1900=100,jacks2019,observed
1996,jacks_subindex,in_the_ground_ex_energy,56.75,index_1900=100,jacks2019,observed
1997,jacks_subindex,in_the_ground_ex_energy,57.3,index_1900=100,jacks2019,observed
1998,jacks_subindex,in_the_ground_ex_energy,53.21,index_1900=100,jacks2019,observed
1999,jacks_subindex,in_the_ground_ex_energy,46.34,index_1900=100,jacks2019,observed
2000,jacks_subindex,in_the_ground_ex_energy,52.5,index_1900=100,jacks2019,observed
2001,jacks_subindex,in_the_ground_ex_energy,39.52,index_1900=100,jacks2019,observed
2002,jacks_subindex,in_the_ground_ex_energy,42.98,index_1900=100,jacks2019,observed
2003,jacks_subindex,in_the_ground_ex_energy,53.3,index_1900=100,jacks2019,observed
2004,jacks_subindex,in_the_ground_ex_energy,78.29,index_1900=100,jacks2019,observed
2005,jacks_subindex,in_the_ground_ex_energy,92.91,index_1900=100,jacks2019,observed
2006,jacks_subindex,in_the_ground_ex_energy,91.84,index_1900=100,jacks2019,observed
2007,jacks_subindex,in_the_ground_ex_energy,88.01,index_1900=100,jacks2019,observed
2008,jacks_subindex,in_the_ground_ex_energy,127.09,index_1900=100,jacks2019,observed
2009,jacks_subindex,in_the_ground_ex_energy,103.58,index_1900=100,jacks2019,observed
2010,jacks_subindex,in_the_ground_ex_energy,108.37,index_1900=100,jacks2019,observed
2011,jacks_subindex,in_the_ground_ex_energy,119.03,index_1900=100,jacks2019,observed
2012,jacks_subindex,in_the_ground_ex_energy,108.77,index_1900=100,jacks2019,observed
2013,jacks_subindex,in_the_ground_ex_energy,99.84,index_1900=100,jacks2019,observed
2014,jacks_subindex,in_the_ground_ex_energy,97.16,index_1900=100,jacks2019,observed
2015,jacks_subindex,in_the_ground_ex_energy,84.51,index_1900=100,jacks2019,observed
2016,jacks_subindex,in_the_ground_ex_energy,75.69,index_1900=100,jacks2019,observed
2017,jacks_subindex,in_the_ground_ex_energy,81.13,index_1900=100,jacks2019,observed
2018,jacks_subindex,in_the_ground_ex_energy,88.67,index_1900=100,jacks2019,observed
2019,jacks_subindex,in_the_ground_ex_energy,88.1,index_1900=100,jacks2019,observed
2020,jacks_subindex,in_the_ground_ex_energy,82.72,index_1900=100,jacks2019,observed
2021,jacks_subindex,in_the_ground_ex_energy,108.9,index_1900=100,jacks2019,observed
2022,jacks_subindex,in_the_ground_ex_energy,119.77,index_1900=100,jacks2019,observed
2023,jacks_subindex,in_the_ground_ex_energy,106.63,index_1900=100,jacks2019,observed
2024,jacks_subindex,in_the_ground_ex_energy,97.18,index_1900=100,jacks2019,observed
2025,jacks_subindex,in_the_ground_ex_energy,95.86,index_1900=100,jacks2019,observed
1850,real_price_animal_products,beef,76.81,index_1900=100,jacks2019,observed
1851,real_price_animal_products,beef,78.47,index_1900=100,jacks2019,observed
1852,real_price_animal_products,beef,80.21,index_1900=100,jacks2019,observed
1853,real_price_animal_products,beef,100.92,index_1900=100,jacks2019,observed
1854,real_price_animal_products,beef,102.38,index_1900=100,jacks2019,observed
1855,real_price_animal_products,beef,101.76,index_1900=100,jacks2019,observed
1856,real_price_animal_products,beef,96.67,index_1900=100,jacks2019,observed
1857,real_price_animal_products,beef,96.22,index_1900=100,jacks2019,observed
1858,real_price_animal_products,beef,99.58,index_1900=100,jacks2019,observed
1859,real_price_animal_products,beef,98.59,index_1900=100,jacks2019,observed
1860,real_price_animal_products,beef,100.99,index_1900=100,jacks2019,observed
1861,real_price_animal_products,beef,95.32,index_1900=100,jacks2019,observed
1862,real_price_animal_products,beef,77.52,index_1900=100,jacks2019,observed
1863,real_price_animal_products,beef,65.29,index_1900=100,jacks2019,observed
1864,real_price_animal_products,beef,55.99,index_1900=100,jacks2019,observed
1865,real_price_animal_products,beef,56.46,index_1900=100,jacks2019,observed
1866,real_price_animal_products,beef,59.19,index_1900=100,jacks2019,observed
1867,real_price_animal_products,beef,60.82,index_1900=100,jacks2019,observed
1868,real_price_animal_products,beef,60.48,index_1900=100,jacks2019,observed
1869,real_price_animal_products,beef,67.49,index_1900=100,jacks2019,observed
1870,real_price_animal_products,beef,73.54,index_1900=100,jacks2019,observed
1871,real_price_animal_products,beef,86.76,index_1900=100,jacks2019,observed
1872,real_price_animal_products,beef,85.12,index_1900=100,jacks2019,observed
1873,real_price_animal_products,beef,93.56,index_1900=100,jacks2019,observed
1874,real_price_animal_products,beef,89.53,index_1900=100,jacks2019,observed
1875,real_price_animal_products,beef,100.18,index_1900=100,jacks2019,observed
1876,real_price_animal_products,beef,97.0,index_1900=100,jacks2019,observed
1877,real_price_animal_products,beef,93.56,index_1900=100,jacks2019,observed
1878,real_price_animal_products,beef,98.21,index_1900=100,jacks2019,observed
1879,real_price_animal_products,beef,90.19,index_1900=100,jacks2019,observed
1880,real_price_animal_products,beef,95.83,index_1900=100,jacks2019,observed
1881,real_price_animal_products,beef,93.87,index_1900=100,jacks2019,observed
1882,real_price_animal_products,beef,99.74,index_1900=100,jacks2019,observed
1883,real_price_animal_products,beef,101.79,index_1900=100,jacks2019,observed
1884,real_price_animal_products,beef,99.86,index_1900=100,jacks2019,observed
1885,real_price_animal_products,beef,91.5,index_1900=100,jacks2019,observed
1886,real_price_animal_products,beef,85.0,index_1900=100,jacks2019,observed
1887,real_price_animal_products,beef,75.67,index_1900=100,jacks2019,observed
1888,real_price_animal_products,beef,81.98,index_1900=100,jacks2019,observed
1889,real_price_animal_products,beef,84.74,index_1900=100,jacks2019,observed
1890,real_price_animal_products,beef,83.5,index_1900=100,jacks2019,observed
1891,real_price_animal_products,beef,87.9,index_1900=100,jacks2019,observed
1892,real_price_animal_products,beef,83.5,index_1900=100,jacks2019,observed
1893,real_price_animal_products,beef,83.35,index_1900=100,jacks2019,observed
1894,real_price_animal_products,beef,85.98,index_1900=100,jacks2019,observed
1895,real_price_animal_products,beef,88.1,index_1900=100,jacks2019,observed
1896,real_price_animal_products,beef,80.95,index_1900=100,jacks2019,observed
1897,real_price_animal_products,beef,86.78,index_1900=100,jacks2019,observed
1898,real_price_animal_products,beef,86.78,index_1900=100,jacks2019,observed
1899,real_price_animal_products,beef,96.42,index_1900=100,jacks2019,observed
1900,real_price_animal_products,beef,100.0,index_1900=100,jacks2019,observed
1901,real_price_animal_products,beef,98.79,index_1900=100,jacks2019,observed
1902,real_price_animal_products,beef,97.6,index_1900=100,jacks2019,observed
1903,real_price_animal_products,beef,90.87,index_1900=100,jacks2019,observed
1904,real_price_animal_products,beef,94.32,index_1900=100,jacks2019,observed
1905,real_price_animal_products,beef,95.1,index_1900=100,jacks2019,observed
1906,real_price_animal_products,beef,93.35,index_1900=100,jacks2019,observed
1907,real_price_animal_products,beef,87.22,index_1900=100,jacks2019,observed
1908,real_price_animal_products,beef,91.26,index_1900=100,jacks2019,observed
1909,real_price_animal_products,beef,92.29,index_1900=100,jacks2019,observed
1910,real_price_animal_products,beef,88.08,index_1900=100,jacks2019,observed
1911,real_price_animal_products,beef,87.78,index_1900=100,jacks2019,observed
1912,real_price_animal_products,beef,86.3,index_1900=100,jacks2019,observed
1913,real_price_animal_products,beef,83.34,index_1900=100,jacks2019,observed
1914,real_price_animal_products,beef,80.85,index_1900=100,jacks2019,observed
1915,real_price_animal_products,beef,171.99,index_1900=100,jacks2019,observed
1916,real_price_animal_products,beef,171.55,index_1900=100,jacks2019,observed
1917,real_price_animal_products,beef,141.73,index_1900=100,jacks2019,observed
1918,real_price_animal_products,beef,162.15,index_1900=100,jacks2019,observed
1919,real_price_animal_products,beef,175.04,index_1900=100,jacks2019,observed
1920,real_price_animal_products,beef,97.73,index_1900=100,jacks2019,observed
1921,real_price_animal_products,beef,84.43,index_1900=100,jacks2019,observed
1922,real_price_animal_products,beef,53.51,index_1900=100,jacks2019,observed
1923,real_price_animal_products,beef,56.96,index_1900=100,jacks2019,observed
1924,real_price_animal_products,beef,57.03,index_1900=100,jacks2019,observed
1925,real_price_animal_products,beef,70.21,index_1900=100,jacks2019,observed
1926,real_price_animal_products,beef,66.24,index_1900=100,jacks2019,observed
1927,real_price_animal_products,beef,60.94,index_1900=100,jacks2019,observed
1928,real_price_animal_products,beef,76.22,index_1900=100,jacks2019,observed
1929,real_price_animal_products,beef,80.77,index_1900=100,jacks2019,observed
1930,real_price_animal_products,beef,74.86,index_1900=100,jacks2019,observed
1931,real_price_animal_products,beef,136.81,index_1900=100,jacks2019,observed
1932,real_price_animal_products,beef,110.84,index_1900=100,jacks2019,observed
1933,real_price_animal_products,beef,109.11,index_1900=100,jacks2019,observed
1934,real_price_animal_products,beef,85.27,index_1900=100,jacks2019,observed
1935,real_price_animal_products,beef,88.42,index_1900=100,jacks2019,observed
1936,real_price_animal_products,beef,90.2,index_1900=100,jacks2019,observed
1937,real_price_animal_products,beef,124.2,index_1900=100,jacks2019,observed
1938,real_price_animal_products,beef,111.99,index_1900=100,jacks2019,observed
1939,real_price_animal_products,beef,108.61,index_1900=100,jacks2019,observed
1940,real_price_animal_products,beef,135.64,index_1900=100,jacks2019,observed
1941,real_price_animal_products,beef,150.7,index_1900=100,jacks2019,observed
1942,real_price_animal_products,beef,175.72,index_1900=100,jacks2019,observed
1943,real_price_animal_products,beef,175.52,index_1900=100,jacks2019,observed
1944,real_price_animal_products,beef,169.53,index_1900=100,jacks2019,observed
1945,real_price_animal_products,beef,165.92,index_1900=100,jacks2019,observed
1946,real_price_animal_products,beef,176.02,index_1900=100,jacks2019,observed
1947,real_price_animal_products,beef,148.73,index_1900=100,jacks2019,observed
1948,real_price_animal_products,beef,114.1,index_1900=100,jacks2019,observed
1949,real_price_animal_products,beef,91.32,index_1900=100,jacks2019,observed
1950,real_price_animal_products,beef,62.42,index_1900=100,jacks2019,observed
1951,real_price_animal_products,beef,57.64,index_1900=100,jacks2019,observed
1952,real_price_animal_products,beef,59.96,index_1900=100,jacks2019,observed
1953,real_price_animal_products,beef,66.88,index_1900=100,jacks2019,observed
1954,real_price_animal_products,beef,64.18,index_1900=100,jacks2019,observed
1955,real_price_animal_products,beef,76.04,index_1900=100,jacks2019,observed
1956,real_price_animal_products,beef,129.4,index_1900=100,jacks2019,observed
1957,real_price_animal_products,beef,110.14,index_1900=100,jacks2019,observed
1958,real_price_animal_products,beef,114.7,index_1900=100,jacks2019,observed
1959,real_price_animal_products,beef,259.81,index_1900=100,jacks2019,observed
1960,real_price_animal_products,beef,270.78,index_1900=100,jacks2019,observed
1961,real_price_animal_products,beef,248.2,index_1900=100,jacks2019,observed
1962,real_price_animal_products,beef,256.99,index_1900=100,jacks2019,observed
1963,real_price_animal_products,beef,236.98,index_1900=100,jacks2019,observed
1964,real_price_animal_products,beef,295.1,index_1900=100,jacks2019,observed
1965,real_price_animal_products,beef,304.2,index_1900=100,jacks2019,observed
1966,real_price_animal_products,beef,342.97,index_1900=100,jacks2019,observed
1967,real_price_animal_products,beef,339.45,index_1900=100,jacks2019,observed
1968,real_price_animal_products,beef,339.58,index_1900=100,jacks2019,observed
1969,real_price_animal_products,beef,363.14,index_1900=100,jacks2019,observed
1970,real_price_animal_products,beef,365.68,index_1900=100,jacks2019,observed
1971,real_price_animal_products,beef,361.78,index_1900=100,jacks2019,observed
1972,real_price_animal_products,beef,385.17,index_1900=100,jacks2019,observed
1973,real_price_animal_products,beef,492.63,index_1900=100,jacks2019,observed
1974,real_price_animal_products,beef,349.28,index_1900=100,jacks2019,observed
1975,real_price_animal_products,beef,268.42,index_1900=100,jacks2019,observed
1976,real_price_animal_products,beef,302.36,index_1900=100,jacks2019,observed
1977,real_price_animal_products,beef,270.66,index_1900=100,jacks2019,observed
1978,real_price_animal_products,beef,357.02,index_1900=100,jacks2019,observed
1979,real_price_animal_products,beef,432.76,index_1900=100,jacks2019,observed
1980,real_price_animal_products,beef,364.83,index_1900=100,jacks2019,observed
1981,real_price_animal_products,beef,296.32,index_1900=100,jacks2019,observed
1982,real_price_animal_products,beef,269.66,index_1900=100,jacks2019,observed
1983,real_price_animal_products,beef,266.76,index_1900=100,jacks2019,observed
1984,real_price_animal_products,beef,238.24,index_1900=100,jacks2019,observed
1985,real_price_animal_products,beef,218.01,index_1900=100,jacks2019,observed
1986,real_price_animal_products,beef,207.87,index_1900=100,jacks2019,observed
1987,real_price_animal_products,beef,228.71,index_1900=100,jacks2019,observed
1988,real_price_animal_products,beef,231.7,index_1900=100,jacks2019,observed
1989,real_price_animal_products,beef,225.61,index_1900=100,jacks2019,observed
1990,real_price_animal_products,beef,213.56,index_1900=100,jacks2019,observed
1991,real_price_animal_products,beef,212.94,index_1900=100,jacks2019,observed
1992,real_price_animal_products,beef,190.52,index_1900=100,jacks2019,observed
1993,real_price_animal_products,beef,197.26,index_1900=100,jacks2019,observed
1994,real_price_animal_products,beef,171.42,index_1900=100,jacks2019,observed
1995,real_price_animal_products,beef,133.52,index_1900=100,jacks2019,observed
1996,real_price_animal_products,beef,121.45,index_1900=100,jacks2019,observed
1997,real_price_animal_products,beef,125.39,index_1900=100,jacks2019,observed
1998,real_price_animal_products,beef,114.65,index_1900=100,jacks2019,observed
1999,real_price_animal_products,beef,118.32,index_1900=100,jacks2019,observed
2000,real_price_animal_products,beef,121.76,index_1900=100,jacks2019,observed
2001,real_price_animal_products,beef,129.52,index_1900=100,jacks2019,observed
2002,real_price_animal_products,beef,127.64,index_1900=100,jacks2019,observed
2003,real_price_animal_products,beef,125.86,index_1900=100,jacks2019,observed
2004,real_price_animal_products,beef,154.1,index_1900=100,jacks2019,observed
2005,real_price_animal_products,beef,152.48,index_1900=100,jacks2019,observed
2006,real_price_animal_products,beef,143.13,index_1900=100,jacks2019,observed
2007,real_price_animal_products,beef,141.56,index_1900=100,jacks2019,observed
2008,real_price_animal_products,beef,163.64,index_1900=100,jacks2019,observed
2009,real_price_animal_products,beef,138.55,index_1900=100,jacks2019,observed
2010,real_price_animal_products,beef,170.73,index_1900=100,jacks2019,observed
2011,real_price_animal_products,beef,197.39,index_1900=100,jacks2019,observed
2012,real_price_animal_products,beef,199.5,index_1900=100,jacks2019,observed
2013,real_price_animal_products,beef,192.98,index_1900=100,jacks2019,observed
2014,real_price_animal_products,beef,232.32,index_1900=100,jacks2019,observed
2015,real_price_animal_products,beef,209.47,index_1900=100,jacks2019,observed
2016,real_price_animal_products,beef,184.25,index_1900=100,jacks2019,observed
2017,real_price_animal_products,beef,194.91,index_1900=100,jacks2019,observed
2018,real_price_animal_products,beef,181.93,index_1900=100,jacks2019,observed
2019,real_price_animal_products,beef,202.75,index_1900=100,jacks2019,observed
2020,real_price_animal_products,beef,196.38,index_1900=100,jacks2019,observed
2021,real_price_animal_products,beef,214.7,index_1900=100,jacks2019,observed
2022,real_price_animal_products,beef,209.18,index_1900=100,jacks2019,observed
2023,real_price_animal_products,beef,175.23,index_1900=100,jacks2019,observed
2024,real_price_animal_products,beef,205.86,index_1900=100,jacks2019,observed
2025,real_price_animal_products,beef,232.04,index_1900=100,jacks2019,observed
1850,real_price_animal_products,hides,64.52,index_1900=100,jacks2019,observed
1851,real_price_animal_products,hides,77.74,index_1900=100,jacks2019,observed
1852,real_price_animal_products,hides,73.57,index_1900=100,jacks2019,observed
1853,real_price_animal_products,hides,85.27,index_1900=100,jacks2019,observed
1854,real_price_animal_products,hides,90.77,index_1900=100,jacks2019,observed
1855,real_price_animal_products,hides,104.61,index_1900=100,jacks2019,observed
1856,real_price_animal_products,hides,131.02,index_1900=100,jacks2019,observed
1857,real_price_animal_products,hides,159.87,index_1900=100,jacks2019,observed
1858,real_price_animal_products,hides,138.1,index_1900=100,jacks2019,observed
1859,real_price_animal_products,hides,139.84,index_1900=100,jacks2019,observed
1860,real_price_animal_products,hides,142.94,index_1900=100,jacks2019,observed
1861,real_price_animal_products,hides,117.31,index_1900=100,jacks2019,observed
1862,real_price_animal_products,hides,95.05,index_1900=100,jacks2019,observed
1863,real_price_animal_products,hides,65.86,index_1900=100,jacks2019,observed
1864,real_price_animal_products,hides,50.98,index_1900=100,jacks2019,observed
1865,real_price_animal_products,hides,46.0,index_1900=100,jacks2019,observed
1866,real_price_animal_products,hides,45.57,index_1900=100,jacks2019,observed
1867,real_price_animal_products,hides,48.9,index_1900=100,jacks2019,observed
1868,real_price_animal_products,hides,56.34,index_1900=100,jacks2019,observed
1869,real_price_animal_products,hides,60.67,index_1900=100,jacks2019,observed
1870,real_price_animal_products,hides,65.34,index_1900=100,jacks2019,observed
1871,real_price_animal_products,hides,76.15,index_1900=100,jacks2019,observed
1872,real_price_animal_products,hides,88.85,index_1900=100,jacks2019,observed
1873,real_price_animal_products,hides,95.0,index_1900=100,jacks2019,observed
1874,real_price_animal_products,hides,95.28,index_1900=100,jacks2019,observed
1875,real_price_animal_products,hides,87.1,index_1900=100,jacks2019,observed
1876,real_price_animal_products,hides,72.32,index_1900=100,jacks2019,observed
1877,real_price_animal_products,hides,83.9,index_1900=100,jacks2019,observed
1878,real_price_animal_products,hides,88.06,index_1900=100,jacks2019,observed
1879,real_price_animal_products,hides,82.88,index_1900=100,jacks2019,observed
1880,real_price_animal_products,hides,96.04,index_1900=100,jacks2019,observed
1881,real_price_animal_products,hides,90.99,index_1900=100,jacks2019,observed
1882,real_price_animal_products,hides,90.99,index_1900=100,jacks2019,observed
1883,real_price_animal_products,hides,92.86,index_1900=100,jacks2019,observed
1884,real_price_animal_products,hides,94.81,index_1900=100,jacks2019,observed
1885,real_price_animal_products,hides,94.06,index_1900=100,jacks2019,observed
1886,real_price_animal_products,hides,87.88,index_1900=100,jacks2019,observed
1887,real_price_animal_products,hides,84.21,index_1900=100,jacks2019,observed
1888,real_price_animal_products,hides,73.35,index_1900=100,jacks2019,observed
1889,real_price_animal_products,hides,70.2,index_1900=100,jacks2019,observed
1890,real_price_animal_products,hides,65.31,index_1900=100,jacks2019,observed
1891,real_price_animal_products,hides,62.47,index_1900=100,jacks2019,observed
1892,real_price_animal_products,hides,62.47,index_1900=100,jacks2019,observed
1893,real_price_animal_products,hides,63.19,index_1900=100,jacks2019,observed
1894,real_price_animal_products,hides,66.07,index_1900=100,jacks2019,observed
1895,real_price_animal_products,hides,87.69,index_1900=100,jacks2019,observed
1896,real_price_animal_products,hides,83.08,index_1900=100,jacks2019,observed
1897,real_price_animal_products,hides,81.0,index_1900=100,jacks2019,observed
1898,real_price_animal_products,hides,87.23,index_1900=100,jacks2019,observed
1899,real_price_animal_products,hides,91.9,index_1900=100,jacks2019,observed
1900,real_price_animal_products,hides,100.0,index_1900=100,jacks2019,observed
1901,real_price_animal_products,hides,95.25,index_1900=100,jacks2019,observed
1902,real_price_animal_products,hides,94.59,index_1900=100,jacks2019,observed
1903,real_price_animal_products,hides,88.12,index_1900=100,jacks2019,observed
1904,real_price_animal_products,hides,95.05,index_1900=100,jacks2019,observed
1905,real_price_animal_products,hides,119.72,index_1900=100,jacks2019,observed
1906,real_price_animal_products,hides,132.64,index_1900=100,jacks2019,observed
1907,real_price_animal_products,hides,100.18,index_1900=100,jacks2019,observed
1908,real_price_animal_products,hides,96.48,index_1900=100,jacks2019,observed
1909,real_price_animal_products,hides,131.09,index_1900=100,jacks2019,observed
1910,real_price_animal_products,hides,110.39,index_1900=100,jacks2019,observed
1911,real_price_animal_products,hides,114.24,index_1900=100,jacks2019,observed
1912,real_price_animal_products,hides,136.84,index_1900=100,jacks2019,observed
1913,real_price_animal_products,hides,140.24,index_1900=100,jacks2019,observed
1914,real_price_animal_products,hides,155.0,index_1900=100,jacks2019,observed
1915,real_price_animal_products,hides,183.81,index_1900=100,jacks2019,observed
1916,real_price_animal_products,hides,182.34,index_1900=100,jacks2019,observed
1917,real_price_animal_products,hides,179.92,index_1900=100,jacks2019,observed
1918,real_price_animal_products,hides,117.6,index_1900=100,jacks2019,observed
1919,real_price_animal_products,hides,178.25,index_1900=100,jacks2019,observed
1920,real_price_animal_products,hides,113.71,index_1900=100,jacks2019,observed
1921,real_price_animal_products,hides,49.51,index_1900=100,jacks2019,observed
1922,real_price_animal_products,hides,70.47,index_1900=100,jacks2019,observed
1923,real_price_animal_products,hides,59.09,index_1900=100,jacks2019,observed
1924,real_price_animal_products,hides,56.02,index_1900=100,jacks2019,observed
1925,real_price_animal_products,hides,65.01,index_1900=100,jacks2019,observed
1926,real_price_animal_products,hides,57.59,index_1900=100,jacks2019,observed
1927,real_price_animal_products,hides,83.97,index_1900=100,jacks2019,observed
1928,real_price_animal_products,hides,102.97,index_1900=100,jacks2019,observed
1929,real_price_animal_products,hides,71.21,index_1900=100,jacks2019,observed
1930,real_price_animal_products,hides,108.28,index_1900=100,jacks2019,observed
1931,real_price_animal_products,hides,43.46,index_1900=100,jacks2019,observed
1932,real_price_animal_products,hides,32.08,index_1900=100,jacks2019,observed
1933,real_price_animal_products,hides,56.55,index_1900=100,jacks2019,observed
1934,real_price_animal_products,hides,51.01,index_1900=100,jacks2019,observed
1935,real_price_animal_products,hides,56.77,index_1900=100,jacks2019,observed
1936,real_price_animal_products,hides,64.46,index_1900=100,jacks2019,observed
1937,real_price_animal_products,hides,80.89,index_1900=100,jacks2019,observed
1938,real_price_animal_products,hides,57.55,index_1900=100,jacks2019,observed
1939,real_price_animal_products,hides,67.9,index_1900=100,jacks2019,observed
1940,real_price_animal_products,hides,70.55,index_1900=100,jacks2019,observed
1941,real_price_animal_products,hides,78.31,index_1900=100,jacks2019,observed
1942,real_price_animal_products,hides,74.12,index_1900=100,jacks2019,observed
1943,real_price_animal_products,hides,69.84,index_1900=100,jacks2019,observed
1944,real_price_animal_products,hides,68.65,index_1900=100,jacks2019,observed
1945,real_price_animal_products,hides,67.12,index_1900=100,jacks2019,observed
1946,real_price_animal_products,hides,73.01,index_1900=100,jacks2019,observed
1947,real_price_animal_products,hides,100.5,index_1900=100,jacks2019,observed
1948,real_price_animal_products,hides,90.31,index_1900=100,jacks2019,observed
1949,real_price_animal_products,hides,81.07,index_1900=100,jacks2019,observed
1950,real_price_animal_products,hides,92.9,index_1900=100,jacks2019,observed
1951,real_price_animal_products,hides,102.32,index_1900=100,jacks2019,observed
1952,real_price_animal_products,hides,52.26,index_1900=100,jacks2019,observed
1953,real_price_animal_products,hides,51.29,index_1900=100,jacks2019,observed
1954,real_price_animal_products,hides,41.18,index_1900=100,jacks2019,observed
1955,real_price_animal_products,hides,39.59,index_1900=100,jacks2019,observed
1956,real_price_animal_products,hides,45.31,index_1900=100,jacks2019,observed
1957,real_price_animal_products,hides,42.92,index_1900=100,jacks2019,observed
1958,real_price_animal_products,hides,43.13,index_1900=100,jacks2019,observed
1959,real_price_animal_products,hides,66.3,index_1900=100,jacks2019,observed
1960,real_price_animal_products,hides,49.21,index_1900=100,jacks2019,observed
1961,real_price_animal_products,hides,52.78,index_1900=100,jacks2019,observed
1962,real_price_animal_products,hides,53.51,index_1900=100,jacks2019,observed
1963,real_price_animal_products,hides,39.05,index_1900=100,jacks2019,observed
1964,real_price_animal_products,hides,35.39,index_1900=100,jacks2019,observed
1965,real_price_animal_products,hides,48.27,index_1900=100,jacks2019,observed
1966,real_price_animal_products,hides,58.06,index_1900=100,jacks2019,observed
1967,real_price_animal_products,hides,38.19,index_1900=100,jacks2019,observed
1968,real_price_animal_products,hides,34.41,index_1900=100,jacks2019,observed
1969,real_price_animal_products,hides,42.39,index_1900=100,jacks2019,observed
1970,real_price_animal_products,hides,35.38,index_1900=100,jacks2019,observed
1971,real_price_animal_products,hides,38.04,index_1900=100,jacks2019,observed
1972,real_price_animal_products,hides,75.34,index_1900=100,jacks2019,observed
1973,real_price_animal_products,hides,82.2,index_1900=100,jacks2019,observed
1974,real_price_animal_products,hides,50.96,index_1900=100,jacks2019,observed
1975,real_price_animal_products,hides,46.05,index_1900=100,jacks2019,observed
1976,real_price_animal_products,hides,62.8,index_1900=100,jacks2019,observed
1977,real_price_animal_products,hides,64.94,index_1900=100,jacks2019,observed
1978,real_price_animal_products,hides,77.65,index_1900=100,jacks2019,observed
1979,real_price_animal_products,hides,107.35,index_1900=100,jacks2019,observed
1980,real_price_animal_products,hides,59.37,index_1900=100,jacks2019,observed
1981,real_price_animal_products,hides,48.87,index_1900=100,jacks2019,observed
1982,real_price_animal_products,hides,42.57,index_1900=100,jacks2019,observed
1983,real_price_animal_products,hides,48.27,index_1900=100,jacks2019,observed
1984,real_price_animal_products,hides,60.35,index_1900=100,jacks2019,observed
1985,real_price_animal_products,hides,50.66,index_1900=100,jacks2019,observed
1986,real_price_animal_products,hides,62.16,index_1900=100,jacks2019,observed
1987,real_price_animal_products,hides,74.87,index_1900=100,jacks2019,observed
1988,real_price_animal_products,hides,78.93,index_1900=100,jacks2019,observed
1989,real_price_animal_products,hides,77.33,index_1900=100,jacks2019,observed
1990,real_price_animal_products,hides,75.17,index_1900=100,jacks2019,observed
1991,real_price_animal_products,hides,62.14,index_1900=100,jacks2019,observed
1992,real_price_animal_products,hides,57.6,index_1900=100,jacks2019,observed
1993,real_price_animal_products,hides,59.0,index_1900=100,jacks2019,observed
1994,real_price_animal_products,hides,62.4,index_1900=100,jacks2019,observed
1995,real_price_animal_products,hides,61.61,index_1900=100,jacks2019,observed
1996,real_price_animal_products,hides,59.28,index_1900=100,jacks2019,observed
1997,real_price_animal_products,hides,58.57,index_1900=100,jacks2019,observed
